G#,G,F#,F,E,D#,D,C#,C,B,A#,A
0.023591923,0.019128587,0.422954304,0.023273114,0.034643996,0.022316684,0.32869288,0.001806589,0.017853348,0.050159405,0.039213603,0.016365569
0.018415998,0.029149249,0.341882273,0.02067563,0.093096825,0.019771777,0.20110722,0.014122698,0.052988363,0.060897074,0.137046661,0.010846232
0.034460285,0.032016293,0.237800407,0.129368635,0.086435845,0.122281059,0.150794297,0.006028513,0.02598778,0.070468432,0.095560081,0.008798371
0.150746717,0.003508069,0.252480706,0.046206274,0.151047409,0.067455147,0.057833016,0,0.011125589,0.03788714,0.22120878,0.000501153
0.027518172,0.006490135,0.214044652,0.004153686,0.019859813,0.003764278,0.400700935,0.001168224,0.004672897,0.013499481,0.302310488,0.001817238
0.063987178,0.030082604,0.066699544,0.054987055,0.109480952,0.196030083,0.184440883,0.009123413,0.09049439,0.063000863,0.069042042,0.062630995
0.082955734,0.015568723,0.244684559,0.013593587,0.126641106,0.013128849,0.219240153,0.005344487,0.004531196,0.009759498,0.251887998,0.012664111
0.043642241,0.00237069,0.249137931,0.003017241,0.162284483,0.0375,0.285344828,0.00387931,0.006681034,0.079418103,0.107758621,0.018965517
0.024088867,0.016974538,0.239765352,0.013979031,0.046305542,0.00536695,0.230154768,0.001497753,0.008736895,0.133924114,0.260359461,0.01884673
0.029521079,0.006052883,0.375491133,0.005203356,0.035680153,0.010406711,0.327068068,0.001380482,0.005946692,0.007008601,0.194860359,0.001380482
0.026774194,0.003655914,0.311397849,0.013763441,0.050967742,0.028709677,0.16827957,0.00483871,0.014086022,0.090967742,0.277419355,0.009139785
0.03119482,0.010005886,0.283578576,0.046851089,0.033902295,0.01400824,0.220953502,0.006592113,0.016480283,0.091936433,0.232018835,0.012477928
0.034427542,0.013210568,0.342674139,0.021617294,0.080597812,0.022818255,0.253803042,0.002268481,0.013077128,0.127568722,0.079129971,0.008807046
0.022537467,0.008694657,0.26724631,0.005605766,0.062693056,0.010410708,0.472600389,0.001144034,0.008008237,0.011783549,0.102276627,0.026999199
0.169548872,0.032142857,0.208834586,0.034022556,0.07443609,0.037781955,0.261842105,0.004887218,0.007142857,0.029511278,0.097744361,0.042105263
0.034083532,0.012118589,0.348409435,0.014823631,0.10387362,0.00962995,0.254598572,0.003246051,0.012226791,0.04295607,0.159272885,0.004760874
0.043296673,0.003341222,0.519281637,0.007935403,0.089099262,0.008353056,0.154949186,0.001809829,0.011972713,0.019351246,0.123486009,0.017123764
0.021978022,0.000313972,0.505808477,0.021350078,0.019466248,0.006593407,0.207535322,0.002511774,0.00533752,0.008163265,0.199686028,0.001255887
0.069150293,0.008420515,0.2546568,0.032151059,0.085991324,0.012120439,0.298545547,0.015437612,0.015820362,0.032661393,0.159351875,0.015692779
0.065408672,0.004770487,0.348669564,0.02872893,0.036679741,0.029364995,0.359482667,0.002332238,0.007208735,0.032757341,0.073677515,0.010919114
0.113376213,0.001744249,0.290090483,0.007740107,0.169519241,0.009375341,0.160034885,0.000436062,0.005668811,0.022021149,0.202223918,0.017769541
0.042182161,0.001178273,0.27618711,0.025097207,0.086720867,0,0.003299163,0.324378461,0.000235655,0.000235655,0.047720042,0.192765406
0.100205667,0.003313528,0.353176417,0.004798903,0.086608775,0.004570384,0.333295247,0.001028336,0.004913163,0.006627057,0.097234918,0.004227605
0.04675,0.0005,0.33275,0.019375,0.11575,0.023,0.26425,0.000875,0.004125,0.0745,0.116125,0.002
0.026293251,0.003168893,0.463943131,0.067231929,0.043336759,0.007194245,0.121788284,0.000856458,0.005310038,0.030832477,0.226190476,0.00385406
0.008987101,0.011736096,0.431380842,0.009092831,0.050116304,0.006661028,0.276379784,0.001480228,0.005709452,0.0141679,0.1713893,0.012899133
0.005348894,0.000243132,0.277534646,0.004254802,0.097860442,0.003646973,0.270848529,0.000243132,0.001337223,0.013736932,0.324580598,0.000364697
0.003911139,0.000156446,0.135481852,0.005006258,0.02956821,0.005162703,0.569305382,0.013297872,0.003128911,0.01267209,0.2218398,0.000469337
0.034711443,0.008325102,0.112882743,0.056864682,0.075772541,0.018625653,0.446169042,0.015662481,0.021165514,0.057287992,0.120502328,0.032030478
0.07011944,0.006898682,0.281301483,0.058793245,0.080210049,0.089785832,0.158875618,0.010605437,0.021931631,0.037273476,0.16330313,0.020901977
0.010985117,0.002716749,0.610441767,0.017009213,0.032128514,0.005315379,0.236239074,0.004252303,0.011693834,0.030120482,0.034490905,0.004606662
0.005601984,0.001010194,0.513729452,0.011203967,0.025254844,0.003765268,0.237028194,0.001836716,0.0074387,0.013132519,0.177977776,0.002020388
0.018214701,0.008655213,0.139516858,0.005038109,0.00452138,0.033716574,0.698488567,0.004133833,0.009947035,0.018989795,0.053998191,0.004779744
0.024694056,0.019995629,0.134069056,0.089707168,0.108937937,0.077141608,0.266936189,0.030703671,0.030375874,0.029501748,0.117460664,0.070476399
0.058348117,0.002661147,0.232111177,0.018233787,0.13966095,0.002464025,0.350088705,0.001675537,0.001675537,0.02542874,0.162329982,0.005322295
0.041842834,0.030616708,0.254556058,0.039947514,0.067502551,0.017641056,0.226709433,0.008456043,0.023472809,0.110511736,0.147251786,0.031491471
0.02749373,0.000964692,0.323557785,0.012926876,0.106405557,0.004823461,0.267123288,0.001543508,0.004051708,0.004919931,0.244163612,0.002025854
0.006979836,0.000221582,0.324396189,0.004431642,0.079437181,0.001883448,0.423000222,0.000332373,0.000110791,0.001440284,0.156880124,0.000886328
0.012842728,0.002242381,0.252471715,0.022118031,0.153399246,0.011313831,0.317093059,0.003567424,0.018346754,0.068290694,0.135460198,0.002853939
0.045265589,0.008960739,0.283787529,0.073533487,0.085727483,0.016905312,0.284064665,0.006374134,0.028545035,0.049976905,0.099030023,0.017829099
0.020929635,0.000513611,0.227272727,0.010529019,0.063302517,0.009758603,0.280816641,0.000898819,0.015023112,0.093477144,0.27645095,0.001027221
0.06951567,0.006552707,0.254558405,0.00968661,0.136039886,0.039173789,0.285897436,0.000854701,0.003418803,0.067378917,0.123219373,0.003703704
0.042314684,0.003029691,0.334073924,0.011007877,0.072712583,0.009291052,0.252777217,0.005857403,0.008483135,0.069884872,0.168753787,0.021813775
0.108122867,0.00996587,0.176928328,0.053924915,0.042457338,0.039180887,0.347440273,0.007098976,0.027167235,0.056245734,0.125870307,0.00559727
0.015847063,0.009935857,0.184756634,0.025405609,0.12828575,0.026034461,0.313168155,0.009055465,0.053326626,0.049679286,0.143503962,0.041001132
0.029119318,0.009841721,0.225953734,0.037236201,0.244216721,0.00882711,0.273031656,0.012276786,0.023741883,0.023538961,0.072646104,0.039569805
0.029722721,0.013165769,0.225513664,0.05036904,0.131158987,0.033812089,0.345102733,0.009275883,0.017255137,0.009974067,0.104927189,0.029722721
0.031273784,0.010378468,0.39410503,0.040130077,0.139002283,0.025392652,0.230540372,0.005327614,0.020480177,0.014460666,0.082405037,0.00650384
0.018454312,0.001901353,0.47846997,0.007046192,0.037467845,0.012302874,0.175371882,0.020243821,0.031875629,0.053349737,0.125601163,0.037915222
0.028872848,0.030122154,0.29469739,0.058856191,0.065519156,0.003192671,0.347307052,0.008051083,0.014714048,0.040394225,0.095363687,0.012909495
0.047162936,0.050078084,0.324414368,0.051847996,0.108485164,0.004372723,0.171056741,0.005830297,0.003539823,0.155127538,0.055804269,0.022280062
0.021298435,0.004490634,0.186168848,0.034128817,0.103412882,0.010649217,0.36207339,0.003335899,0.003335899,0.143700282,0.123428278,0.003977419
0.018885126,0.029955718,0.207345663,0.011852045,0.032300078,0.010940349,0.343318573,0.007163324,0.02604845,0.099635322,0.196014587,0.016540766
0.071686491,0.00095582,0.259345794,0.08315633,0.168118097,0.067119796,0.263169074,0,0.004991504,0.024957519,0.053313509,0.003186066
0.06482884,0.008330809,0.250378673,0.012874886,0.056043623,0.026052711,0.320660406,0.007876401,0.019842472,0.03847319,0.169342623,0.025295365
0.057052079,0.032463047,0.189943362,0.063544688,0.060643735,0.131924299,0.186766128,0.020030391,0.056913938,0.025694157,0.156651471,0.018372703
0.055159424,0.036189964,0.222252119,0.027310642,0.061617113,0.084488094,0.256020449,0.012646307,0.021256559,0.01479887,0.177855509,0.030404951
0.028452293,0.035688006,0.140667157,0.006377238,0.019499632,0.005518764,0.498773608,0.00306598,0.000735835,0.067328918,0.165562914,0.028329654
0.029387975,0.052170396,0.192504718,0.013211108,0.066864384,0.009436506,0.421946616,0.004987867,0.009301699,0.038420059,0.143165274,0.018603397
0.060209747,0.028500925,0.18815546,0.054534238,0.052806909,0.103516348,0.296483652,0.020111043,0.017273288,0.071560765,0.103516348,0.003331277
0.01561199,0.020399667,0.271856786,0.024979184,0.023105745,0.018734388,0.313696919,0.016444629,0.041423813,0.084304746,0.152789342,0.016652789
0.01938873,0.038013372,0.104393505,0.039923591,0.091117479,0.006208214,0.286341929,0.001719198,0.058070678,0.199331423,0.139350525,0.016141356
0.054035283,0.000833449,0.455063203,0.088345604,0.039033199,0.005278511,0.223781081,0.000555633,0.011251563,0.089734685,0.030143075,0.001944715
0.028180657,0.005110092,0.24039979,0.036747576,0.212594875,0.004133163,0.225219809,0.005936725,0.059592696,0.043961825,0.127977756,0.010145036
0.036493035,0.01211387,0.246971532,0.017867959,0.036947305,0.066626287,0.522562084,0.00090854,0.002877044,0.015748031,0.039824349,0.001059964
0.016274864,0.000821963,0.258260727,0.157488082,0.037810291,0,0.161269111,0.289002137,0.006082525,0.001479533,0.01084991,0.060660858
0.057736005,0.022516009,0.069407147,0.084486676,0.301797149,0.046271432,0.339186119,0.00371824,0.012807271,0.011258005,0.03160504,0.019210907
0.106842737,0.010954382,0.141506603,0.007352941,0.1257503,0.015006002,0.301320528,0.018607443,0.018007203,0.003301321,0.205732293,0.045618247
0.008994004,0.002998001,0.284810127,0.049133911,0.038974017,0.028814124,0.512158561,0.004497002,0.003997335,0.016655563,0.045303131,0.003664224
0.046229938,0.014232361,0.299182396,0.015241748,0.067326133,0.003633794,0.15736348,0.047138387,0.036438882,0.080448168,0.228020592,0.00474412
0.053143622,0.038307187,0.283108355,0.029064818,0.046941506,0.071263529,0.161984677,0.006810167,0.02030889,0.074547002,0.1959139,0.018606348
0.095327472,0.002864763,0.110540354,0.079719451,0.064802924,0.010668774,0.278277191,0.000493925,0.004642892,0.192926998,0.157463203,0.002272054
0.15652775,0.002370136,0.360063204,0.004641517,0.056982026,0.002271381,0.171637369,9.88E-05,0.002468892,0.120481928,0.121864507,0.000592534
0.040713687,0.001796192,0.061190277,0.010058676,0.021674051,0.000838223,0.319841935,0,0.017961921,0.080828643,0.439228835,0.005867561
0.043736629,0.009983361,0.403969575,0.008081768,0.070953173,0.008794866,0.178630853,0.001307345,0.003208937,0.021511766,0.24625624,0.003565486
0.021024147,0.00041632,0.203996669,0.006036636,0.056931724,0.005828476,0.459408826,0.001873439,0.008638634,0.011969192,0.220441299,0.003434638
0.072647489,0.001787746,0.47440273,0.001950268,0.024540874,0.003412969,0.278725825,0.001462701,0.003738014,0.005038193,0.12465464,0.00763855
0.068290275,0.002139213,0.221490867,0.009215073,0.103011354,0.006911305,0.369919368,0.002303768,0.009708738,0.012341616,0.184466019,0.010202403
0.099501713,0.016661476,0.212706322,0.042977266,0.16786048,0.064310184,0.242447836,0.009342884,0.025848645,0.026160075,0.056680162,0.035502959
0.070359395,0.011549274,0.328090571,0.01504445,0.040498442,0.006078565,0.351341084,0.003875085,0.005926601,0.041562191,0.0940658,0.03160854
0.020659742,0.007761671,0.296427348,0.0205456,0.073621733,0.007647529,0.306129437,0.001712133,0.005364684,0.02260016,0.225545029,0.011984933
0.133697557,0.001958561,0.203999588,0.016699309,0.026904443,0.022265746,0.498711473,0.003195547,0.025976703,0.004123286,0.03298629,0.029481497
0.000383546,0.000671205,0.543772174,0.000958865,0.020615591,0,0.003643686,0.398024739,0.000191773,0,0,0.031738422
0.005103281,0.0036452,0.706075334,0.008505468,0.008991495,0.008383961,0.237545565,0.000850547,0.004009721,0,0.016403402,0.000486027
0.020540129,0.010016483,0.341574743,0.029288703,0.09762901,0.03030303,0.363509573,0.012932674,0.011157601,0.008368201,0.071256498,0.003423355
0.024917474,0.001703759,0.422851666,0.020764562,0.051751677,0.012245767,0.288467682,0.000319455,0.002981578,0.009903099,0.163560856,0.000532425
0.137557392,0.01359045,0.215794307,0.089256198,0.079889807,0.138108356,0.061707989,0.00697888,0.050137741,0.093847567,0.09476584,0.018365473
0.029886095,0.012405549,0.300439833,0.03011165,0.052441638,0.035186647,0.492161949,0.002819443,0.008345551,0.009134995,0.020299989,0.006766663
0.040409789,0.004780876,0.430620376,0.033921457,0.061126921,0.035401252,0.251109846,0.004325555,0.013090495,0.036425726,0.082527035,0.006260672
0.028916658,0.011153568,0.293090984,0.0401735,0.051223794,0.016523805,0.400598988,0.00165238,0.024992254,0.014045234,0.106268718,0.011360116
0.012608353,0.002589215,0.554204661,0.051221434,0.043791512,0.014184397,0.248001801,0.001913768,0.003827536,0.022064618,0.042215468,0.003377237
0.039823959,0.005474453,0.498497209,0.033490769,0.061721769,0.052168313,0.158973809,0.00826535,0.049055389,0.034134822,0.046908544,0.011485616
0.06142676,0.028696554,0.148323153,0.086550651,0.090930045,0.135991702,0.200069148,0.021551227,0.050824018,0.068111098,0.070992278,0.036533364
0.033235582,0.027913544,0.22396003,0.021722602,0.031823612,0.032475291,0.535136309,0.00467036,0.022048441,0.021722602,0.032583904,0.012707722
0.010545455,0.010090909,0.464090909,0.023,0.023909091,0.024636364,0.344636364,0.000727273,0.009363636,0.053363636,0.029363636,0.006272727
0.04444233,0.020079939,0.313189951,0.017224971,0.096783403,0.040826037,0.262657023,0.004948611,0.016273316,0.018081462,0.150742292,0.014750666
0.040617101,0.051163601,0.407827072,0.029809117,0.135274122,0.017780877,0.19219036,0.003137802,0.022661902,0.009064761,0.071559313,0.018913972
0.050015533,0.017396707,0.358289324,0.0311691,0.033757896,0.049394222,0.393807601,0.004452729,0.012322667,0.014290152,0.020813917,0.014290152
0.005758393,0.003553051,0.317569223,0.024748836,0.044964469,0.008943886,0.42844891,0.024013722,0.037000735,0.029037001,0.067385445,0.008576329
0.028926608,0.007291418,0.213961272,0.028568013,0.047095386,0.037891465,0.47669137,0.00167344,0.003944537,0.037174277,0.113674396,0.003107817
0.0401222,0.005702648,0.289816701,0.017413442,0.061099796,0.002851324,0.311608961,0.003665988,0.009674134,0.092362525,0.148472505,0.017209776
0.010332018,0.001509171,0.294288368,0.018806594,0.098444393,0.005224054,0.408521012,0.000812631,0.005107964,0.002786162,0.150452751,0.003714883
0.053164262,0.003257329,0.23976268,0.030711959,0.135179153,0.024080968,0.250697999,0.000232666,0.000930665,0.025825966,0.214285714,0.021870638
0.06934487,0.018170581,0.345859085,0.026205192,0.032880099,0.058467244,0.195179234,0.008899876,0.009394314,0.056118665,0.177132262,0.002348578
0.024532318,0.001904335,0.21664613,0.032709757,0.058026213,0.024532318,0.356334715,0.007393301,0.06687577,0.096000896,0.100369665,0.014674583
0.03704918,0.02,0.320983607,0.070601093,0.028852459,0.035956284,0.33726776,0.001092896,0.013333333,0.035846995,0.082185792,0.016830601
0.022857889,0.007836991,0.194096134,0.011624869,0.020637409,0.026907001,0.487199582,0.015543365,0.018025078,0.051201672,0.129440961,0.014629049
0.086849478,0.003820358,0.239748705,0.046778165,0.029204517,0.015705917,0.271754818,0.00135835,0.002716699,0.039222345,0.2587656,0.004075049
0.022629065,0.025813054,0.113372754,0.021719354,0.076870594,0.03707073,0.468046395,0.000568569,0.015237662,0.066181487,0.129861269,0.022629065
0.047947693,0.028938128,0.183436251,0.027848408,0.045768253,0.056302216,0.32037777,0.003995641,0.004843201,0.014408524,0.232594745,0.033539169
0.103762461,0.010183299,0.245256726,0.03022832,0.089934612,0.089505842,0.205595455,0.009111373,0.025833423,0.091220924,0.092721621,0.006645943
0.038986761,0.021578234,0.169915563,0.098717815,0.105702074,0.055769832,0.214427186,0.017095799,0.067966225,0.101949338,0.087355363,0.020535807
0.010076442,0.010076442,0.173268473,0.066597174,0.090687978,0.012740329,0.393097058,0.000231642,0.003822099,0.007644197,0.231410702,0.000347464
0.146832048,0.005922449,0.162699743,0.021343167,0.290311767,0.038775282,0.131746564,0.008045592,0.047938317,0.060677171,0.072633814,0.013074086
0.03780107,0.022190009,0.31088314,0.07381802,0.027876896,0.036685995,0.336975914,0.000892061,0.013157895,0.039362177,0.082961641,0.017395183
0.002030251,0.018982844,0.671505431,0.01999797,0.019896457,0.001624201,0.240990762,0.000203025,0.007714953,0.002842351,0.013399655,0.0008121
0.057808649,0.009074613,0.337217119,0.040107551,0.094555232,0.04156397,0.315482859,0.011315259,0.011651356,0.020501905,0.051758907,0.008962581
0.052650923,0.037030231,0.30203069,0.040705688,0.071303868,0.058715428,0.289809795,0.014977488,0.026095746,0.034089865,0.060736929,0.011853349
0.014179369,0.005080941,0.210445469,0.040765686,0.036393714,0.056717476,0.36748198,0.013470401,0.028595061,0.068533617,0.139312301,0.019023987
0.015001181,0.004961021,0.210607134,0.040633121,0.036735176,0.059059768,0.364398772,0.013938105,0.028466808,0.06886369,0.139262934,0.018072289
0.068609492,0.004163197,0.31856786,0.029142381,0.139383847,0.028143214,0.260449625,0.002997502,0.011323897,0.049625312,0.07826811,0.009325562
0.051481214,0.010296243,0.384934971,0.040281792,0.222001445,0.048410405,0.124819364,0.005057803,0.018966763,0.058526012,0.025289017,0.009934971
0.017194216,0.002995962,0.291129347,0.0098997,0.331770223,0.006903738,0.152533542,0.00169337,0.004428813,0.044157874,0.136511658,0.000781555
0.12794882,0.034786086,0.162734906,0.023990404,0.148940424,0.074170332,0.076369452,0.013194722,0.078368653,0.057776889,0.198520592,0.003198721
0.019002375,0.005881688,0.33208913,0.057007126,0.037212985,0.013799344,0.401651397,0.002262188,0.006447234,0.022508766,0.096029861,0.006107906
0.00849171,0.009805904,0.256469875,0.007480793,0.077941771,0.050545896,0.486756975,0.001213101,0.005762232,0.033360291,0.057319046,0.004852406
0.029091898,0.012914628,0.40497553,0.034665579,0.034121805,0.030043502,0.1939913,0.006661229,0.048667754,0.108890701,0.083333333,0.012642741
0.165442676,0.011933905,0.397592819,0.061505508,0.060587515,0.006629947,0.12250102,0.002039984,0.02254182,0.018257854,0.111995104,0.018971848
0.044338498,0.033969011,0.320143027,0.062216925,0.059356377,0.015256257,0.329797378,0.002741359,0.007032181,0.034803337,0.074731824,0.015613826
0.070299003,0.021528239,0.241461794,0.020465116,0.07654485,0.047707641,0.17820598,0.020863787,0.026312292,0.061528239,0.210631229,0.024451827
0.100399641,0.006035397,0.375988908,0.016964359,0.131636897,0.005872278,0.164668461,0.000244678,0.023162874,0.021205448,0.135877987,0.017943072
0.024432334,0.00390554,0.464123524,0.000544959,0.021344233,0.001089918,0.267665758,0.001907357,0.000454133,0.020163488,0.19164396,0.002724796
0.023473636,0.010175763,0.138991674,0.03746531,0.070074006,0.035846438,0.360777058,0.013297872,0.048103608,0.033186864,0.216466235,0.012141536
0.064669238,0.011717591,0.16567784,0.137347968,0.181251854,0.028329872,0.083803026,0.006377929,0.015277366,0.184366657,0.118362504,0.002818155
0.017718414,0.004361456,0.484666758,0.038844214,0.120757803,0.023715415,0.194357367,0.00272591,0.014447322,0.01662805,0.077006951,0.004770342
0.069760479,0.003393214,0.241117764,0.039121756,0.121257485,0.032734531,0.291616766,0.010778443,0.009780439,0.019161677,0.149500998,0.011776447
0.022710775,0.015244219,0.223685575,0.034843928,0.113035362,0.068961941,0.225967023,0.002074043,0.005599917,0.023644094,0.26174427,0.002488852
0.045816024,0.019347181,0.168545994,0.017804154,0.140652819,0.075014837,0.122017804,0.012700297,0.018753709,0.041661721,0.31347181,0.02421365
0.094627896,0.020699852,0.251478561,0.04016757,0.039305076,0.007639231,0.319245934,0.008008871,0.01626417,0.052365697,0.143666831,0.00653031
0.054459183,0.003558719,0.21751321,0.076242856,0.077536935,0.041194867,0.227542327,0.00118624,0.010136957,0.014666235,0.234767605,0.041194867
0.018170866,0.00261018,0.363417328,0.052303986,0.095673125,0.023792792,0.192249774,0.00261018,0.005521534,0.051099287,0.188836462,0.003714486
0.022267863,0.021727381,0.465355097,0.014160631,0.038806616,0.023997406,0.306669549,0.016646849,0.018592585,0.01599827,0.048859583,0.006918171
0.0477364,0.021905805,0.160368748,0.036692223,0.04883169,0.064348302,0.427163198,0.004563709,0.032219788,0.029937934,0.101040526,0.025191676
0.05247678,0.008513932,0.269195046,0.036996904,0.075851393,0.070123839,0.255263158,0.006656347,0.021981424,0.033126935,0.163157895,0.006656347
0.028625529,0.004121185,0.261973714,0.043550902,0.078636667,0.025061261,0.419024282,0.001559367,0.004678102,0.010247271,0.107930497,0.014591223
0.031733376,0.005900175,0.426566736,0.011321958,0.027108914,0.028703556,0.236325945,0.020251953,0.018497847,0.023122309,0.158507415,0.011959815
0.033580981,0.016196137,0.281872214,0.020059435,0.040118871,0.016047548,0.303566122,0.004903418,0.020208024,0.098068351,0.13551263,0.02986627
0.115944249,0.009955583,0.134783275,0.018839026,0.189309236,0.02450605,0.222851892,0.01470363,0.039669168,0.092204013,0.105529178,0.031704702
0.074643249,0.018221734,0.069703622,0.01481888,0.16377607,0.202305159,0.286937431,0.004061471,0.017563117,0.022173436,0.10428101,0.021514819
0.092218292,0.009600808,0.248357756,0.013643254,0.141611925,0.025644265,0.251389591,0.007832239,0.021980798,0.052299141,0.130242547,0.005179384
0.161948014,0.014397526,0.210261861,0.013527877,0.088124456,0.038071311,0.121654266,0.01130544,0.045994782,0.026669243,0.236061455,0.031983767
0.016657094,0.001148765,0.531303848,0.013785181,0.033314187,0.009190121,0.249856404,0.014933946,0.010338886,0.008041356,0.11085583,0.000574383
0.088913949,0.036346287,0.30759889,0.015093685,0.120315753,0.033657183,0.231089521,0.018650243,0.01092991,0.03704025,0.083535739,0.016828591
0.037265484,0.011308147,0.252891288,0.015034695,0.083526086,0.024286816,0.4000257,0.001156515,0.018504241,0.023130301,0.086738628,0.0461321
0.069436202,0.018199802,0.279030663,0.045895153,0.040652819,0.074480712,0.266666667,0.015529179,0.036399604,0.036003956,0.104352127,0.013353116
0.055103647,0.028732616,0.19220677,0.043426922,0.050249278,0.025715035,0.249803201,0.003411178,0.041065337,0.041983731,0.262135922,0.006166361
0.040648174,0.01556349,0.174219537,0.042662272,0.069761055,0.042845372,0.343037627,0.004943697,0.03094388,0.037077726,0.18456468,0.013732491
0.038606049,0.000187864,0.372064625,0.022825474,0.045557017,0.000563592,0.1658839,0,0.010896111,0.094401653,0.243847454,0.00516626
0.024985474,9.68E-05,0.35144296,0.01094325,0.067886887,0.021983343,0.386984311,0.000484215,0.008134805,0.014816967,0.111659888,0.000581058
0.051748252,0.006357279,0.182962492,0.017800381,0.082898919,0.013477432,0.293579148,0.000762873,0.002542912,0.117355372,0.224666243,0.005848697
0.023157688,0,0.171523894,0.005789422,0.255912079,0,0.035914042,0.332352075,0,0.000588755,0.010008831,0.164753214
0.10931139,0.012819402,0.241663058,0.03620615,0.064443482,0.011346903,0.250411434,0.021567778,0.023993071,0.103767865,0.116240797,0.00822867
0.003800614,0.002923549,0.10641719,0.040491156,0.301125566,0.008478293,0.326852799,0.00175413,0.00862447,0.003362082,0.186230083,0.009940067
0.053950315,0.004051605,0.224970679,0.008316452,0.12794541,0.032945943,0.203859687,0.000959591,0.006503892,0.119415716,0.215481395,0.001599318
0.00871411,0.011953972,0.272930399,0.012959446,0.012512568,0.016981343,0.476818233,0.002234387,0.012847727,0.006144565,0.163221986,0.002681265
0.01701364,0.007322326,0.441421393,0.010409189,0.022325915,0.006101938,0.349389806,0.001076813,0.010768126,0.005671213,0.11787509,0.010624551
0.042957139,0.004123118,0.157062039,0.004314891,0.052833445,0.036436859,0.393038642,0.001150638,0.004219005,0.03586154,0.248921277,0.019081408
0.025832846,0.001168907,0.312215079,0.015780245,0.036820573,0.077849211,0.317942724,0.002571596,0.035885447,0.03308007,0.126475745,0.014377557
0.036320475,0.002017804,0.226468843,0.060534125,0.05495549,0.088783383,0.364747774,0.002492582,0.03537092,0.024688427,0.096498516,0.007121662
0.016068677,0.00187101,0.213295179,0.012106538,0.081223861,0.00198107,0.355271847,0.000880475,0.00385208,0.028615452,0.284393573,0.000440238
0.04169199,0.002552571,0.239333901,0.015072323,0.033791175,0.048985049,0.446213687,0.000364653,0.01713869,0.013613711,0.1349216,0.006320652
0.066063876,0.001020855,0.369841038,0.025375529,0.138690389,0.035875747,0.260609596,0.001312527,0.001895873,0.035875747,0.056730349,0.006708473
0.053316297,0.011267278,0.272621675,0.029039377,0.028807062,0.010105703,0.384829829,0.000116158,0.008479498,0.065048205,0.121965385,0.014403531
0.045715479,0.001043732,0.424590335,0.000521866,0.01868281,0.004279303,0.420937272,0.002818077,0.000208746,0.001983092,0.07671433,0.002504958
0.017261074,0.000380759,0.232009138,0.006219063,0.041756568,0.006599822,0.425180861,0.001396116,0.019418708,0.020180226,0.228455388,0.001142277
0.030526191,0.000831453,0.119135289,0.038365602,0.064734529,0.011284,0.394108564,0.000237558,0.02042998,0.04988716,0.263689274,0.0067704
0.041340352,0.000256772,0.202593401,0.023366286,0.067145975,0.01245346,0.231993837,0.000128386,0.028630119,0.035306201,0.352548466,0.004236744
0.036726128,0.001180483,0.248950682,0.022691501,0.034758657,0.138903463,0.343782791,0.009050367,0.0613851,0.040267576,0.046694648,0.015608604
0.077137998,0.021137026,0.275510204,0.008746356,0.07835277,0.060495627,0.344873664,0.002186589,0.003401361,0.014941691,0.109693878,0.003522838
0.043728423,0.021097046,0.24204066,0.065209053,0.110471807,0.01879555,0.024932873,0.019946298,0.057920982,0.161871883,0.214806291,0.019179133
0.154603756,0.001603298,0.341502519,0.042143839,0.142808062,0.054741182,0.184493816,0.000229043,0,0.018552451,0.058863949,0.000458085
0.01625387,0.000928793,0.208668731,0.018421053,0.063003096,0.013157895,0.382817337,0.005727554,0.010526316,0.030185759,0.245820433,0.004489164
0.015458937,0.000362319,0.243478261,0.008816425,0.058695652,0,0.004468599,0.399637681,0.000724638,0.001449275,0.021135266,0.245772947
0.041100744,0.000354317,0.34841148,0.009330341,0.039211055,0.018424471,0.23762844,0.004488012,0.026928074,0.019959844,0.241998347,0.012164875
0.011863008,0.001444192,0.224365587,0.046523623,0.048689911,0.030018568,0.246337941,0.00484836,0.015886115,0.023519703,0.340210439,0.006292552
0.033963167,0.00083712,0.44475006,0.01817747,0.118990672,0.006816551,0.188830423,0.000239177,0.00693614,0.05788089,0.122339153,0.000239177
0.025832846,0.001168907,0.312215079,0.015780245,0.036820573,0.077849211,0.317942724,0.002571596,0.035885447,0.03308007,0.126475745,0.014377557
0.012765957,0.001580547,0.357568389,0.038054711,0.032948328,0.029665653,0.371671733,0.003039514,0.007051672,0.01787234,0.123525836,0.004255319
0.00583057,0.0004573,0.319309478,0.009831942,0.015776838,0.008460043,0.386418201,0.000342975,0.015205213,0.013718989,0.224191151,0.0004573
0.042267891,0.000874508,0.349365982,0.017927416,0.196910071,0.005101297,0.144731089,0.000437254,0.010202594,0.037312345,0.193266288,0.001603265
0.024474023,0.005295549,0.320738514,0.008587377,0.041076285,0.069128381,0.336482038,0.000572492,0.004293688,0.011879204,0.171318162,0.006154287
0.053363956,0.001215888,0.331667117,0.032558768,0.134963523,0.00878141,0.194542016,0.003512564,0.029856795,0.05984869,0.148878681,0.000810592
0.037699681,0.000894569,0.396549521,0.01456869,0.017507987,0.017507987,0.334313099,0.000127796,0.001405751,0.003322684,0.17456869,0.001533546
0.067194439,0.007433868,0.494883182,0.041417262,0.072021626,0.036107357,0.145008689,0.000868894,0.00646843,0.008882024,0.119231512,0.000482719
0.034505269,0.005968479,0.161708477,0.021822251,0.046442227,0.009419006,0.470857036,0.000932575,0.006434766,0.016133545,0.223817961,0.001958407
